Streptomyces viridochromogenes Tue57,Saccharide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/625/GCF_000332625.1_STVIR_1.0/GCF_000332625.1_STVIR_1.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusarium fujikuroi IMI 58289,Polyketide,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/805/GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2/GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces parvulus,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/045/GCF_001660045.1_ASM166004v1/GCF_001660045.1_ASM166004v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces chartreusis NRRL 3882,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/475/GCF_900236475.1_NRRL3882/GCF_900236475.1_NRRL3882_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micromonospora echinospora,Polyketide,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/091/495/GCF_900091495.1_IMG-taxon_2622736613_annotated_assembly/GCF_900091495.1_IMG-taxon_2622736613_annotated_assembly_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sp. FR-008,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/846/825/GCF_009846825.1_ASM984682v1/GCF_009846825.1_ASM984682v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces antibioticus,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/044/595/GCF_012044595.1_ASM1204459v1/GCF_012044595.1_ASM1204459v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces neyagawaensis,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/645/GCF_001418645.1_ASM141864v1/GCF_001418645.1_ASM141864v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas syringae,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/805/GCF_000007805.1_ASM780v1/GCF_000007805.1_ASM780v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/245/GCF_000012245.1_ASM1224v1/GCF_000012245.1_ASM1224v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/845/GCF_000145845.2_ASM14584v2/GCF_000145845.2_ASM14584v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus terreus,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/615/GCF_000149615.1_ASM14961v1/GCF_000149615.1_ASM14961v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alternaria brassicicola,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/255/GCF_000928255.1_ViralProj272443/GCF_000928255.1_ViralProj272443_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium erythreum,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/405/GCF_001509405.1_ASM150940v1/GCF_001509405.1_ASM150940v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharopolyspora erythraea NRRL 2338,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/635/GCF_000171635.1_ASM17163v1/GCF_000171635.1_ASM17163v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomadura verrucosospora,Polyketide,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/211/575/GCF_013211575.1_ASM1321157v1/GCF_013211575.1_ASM1321157v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces avermitilis MA-4680 = NBRC 14893,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/765/GCF_000009765.2_ASM976v2/GCF_000009765.2_ASM976v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusarium oxysporum,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/184/825/GCF_001184825.1_ViralMultiSegProj290353/GCF_001184825.1_ViralMultiSegProj290353_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces galbus,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/195/GCF_005280195.1_ASM528019v1/GCF_005280195.1_ASM528019v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces hygroscopicus,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/075/GCF_001447075.1_ASM144707v1/GCF_001447075.1_ASM144707v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/435/GCF_001553435.1_ASM155343v1/GCF_001553435.1_ASM155343v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyxidicoccus fallax,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/933/655/GCF_012933655.1_ASM1293365v1/GCF_012933655.1_ASM1293365v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces halstedii,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/548/175/GCF_010548175.1_ASM1054817v1/GCF_010548175.1_ASM1054817v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomadura kijaniata,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/175/GCF_001552175.1_ASM155217v1/GCF_001552175.1_ASM155217v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces rochei,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/995/GCF_008064995.1_ASM806499v1/GCF_008064995.1_ASM806499v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinosynnema pretiosum subsp. pretiosum,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/205/GCF_003516205.1_ASM351620v1/GCF_003516205.1_ASM351620v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces venezuelae,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/595/GCF_001886595.1_ASM188659v1/GCF_001886595.1_ASM188659v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/639/165/GCF_008639165.1_ASM863916v1/GCF_008639165.1_ASM863916v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talaromyces marneffei,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/985/GCF_000001985.1_JCVI-PMFA1-2.0/GCF_000001985.1_JCVI-PMFA1-2.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces cinnamonensis,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/648/795/GCF_014648795.1_ASM1464879v1/GCF_014648795.1_ASM1464879v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium ulcerans Agy99,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/925/GCF_000013925.1_ASM1392v2/GCF_000013925.1_ASM1392v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penicillium brevicompactum,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/086/215/GCF_013086215.1_ASM1308621v1/GCF_013086215.1_ASM1308621v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sp. CS,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/335/GCF_002188335.1_ASM218833v1/GCF_002188335.1_ASM218833v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/345/GCF_002188345.1_ASM218834v1/GCF_002188345.1_ASM218834v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/365/GCF_002188365.1_ASM218836v1/GCF_002188365.1_ASM218836v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/215/GCF_003024215.1_ASM302421v1/GCF_003024215.1_ASM302421v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces chattanoogensis,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/335/GCF_001294335.1_ASM129433v1/GCF_001294335.1_ASM129433v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces cyaneogriseus subsp. noncyanogenus,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/445/GCF_000931445.1_ASM93144v1/GCF_000931445.1_ASM93144v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces orinoci,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/121/295/GCF_003121295.1_ASM312129v1/GCF_003121295.1_ASM312129v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces caelestis,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/295/GCF_014650295.1_ASM1465029v1/GCF_014650295.1_ASM1465029v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces violaceusniger,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/815/GCF_000147815.2_ASM14781v3/GCF_000147815.2_ASM14781v3_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudonocardia autotrophica,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/385/GCF_003945385.1_ASM394538v1/GCF_003945385.1_ASM394538v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces pactum,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/225/GCF_002005225.1_ASM200522v1/GCF_002005225.1_ASM200522v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penicillium expansum,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/745/GCF_000769745.1_ASM76974v1/GCF_000769745.1_ASM76974v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nannocystis pusilla,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/073/745/GCF_020073745.1_ASM2007374v1/GCF_020073745.1_ASM2007374v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces natalensis,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/125/GCF_000935125.1_SNA_1.0/GCF_000935125.1_SNA_1.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces platensis,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/855/GCF_008704855.1_ASM870485v1/GCF_008704855.1_ASM870485v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas protegens Pf-5,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/265/GCF_000012265.1_ASM1226v1/GCF_000012265.1_ASM1226v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus fumigatus Af293,Polyketide,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/655/GCF_000002655.1_ASM265v1/GCF_000002655.1_ASM265v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces vitaminophilus,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/165/GCF_000380165.1_ASM38016v1/GCF_000380165.1_ASM38016v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amycolatopsis orientalis,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/975/GCF_000411975.1_AO43388_01/GCF_000411975.1_AO43388_01_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pochonia chlamydosporia,Polyketide,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/235/GCF_001653235.2_ASM165323v2/GCF_001653235.2_ASM165323v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sp. SN-593,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/395/GCF_016756395.1_ASM1675639v1/GCF_016756395.1_ASM1675639v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amycolatopsis mediterranei S699,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/945/GCF_000220945.1_ASM22094v1/GCF_000220945.1_ASM22094v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces diastaticus,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/485/GCF_002892485.1_ASM289248v1/GCF_002892485.1_ASM289248v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces achromogenes subsp. rubradiris,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/656/255/GCF_014656255.1_ASM1465625v1/GCF_014656255.1_ASM1465625v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinispora tropica CNB-440,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1/GCF_000016425.1_ASM1642v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces albus,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/005/GCF_000827005.1_ASM82700v1/GCF_000827005.1_ASM82700v1_genomic.fna.gz,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/145/GCF_001541145.1_ASM154114v1/GCF_001541145.1_ASM154114v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/302/895/GCF_013302895.1_ASM1330289v1/GCF_013302895.1_ASM1330289v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinispora tropica,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1/GCF_000016425.1_ASM1642v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharopolyspora spinosa,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/490/055/GCF_014490055.1_ASM1449005v1/GCF_014490055.1_ASM1449005v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinispora tropica CNB-440,NRP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1/GCF_000016425.1_ASM1642v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus nidulans,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2/GCF_000149205.2_ASM14920v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talaromyces stipitatus ATCC 10500,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/125/GCF_000003125.1_JCVI-TSTA1-3.0/GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus niger,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/595/GCF_003184595.1_Asplac1/GCF_003184595.1_Asplac1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces griseochromogenes,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/625/GCF_001542625.1_ASM154262v2/GCF_001542625.1_ASM154262v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus terreus NIH2624,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/615/GCF_000149615.1_ASM14961v1/GCF_000149615.1_ASM14961v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micromonospora chalcea,Polyketide,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/926/165/GCF_002926165.1_ASM292616v1/GCF_002926165.1_ASM292616v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces longisporoflavus,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/775/GCF_014649775.1_ASM1464977v1/GCF_014649775.1_ASM1464977v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces fradiae,Polyketide,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/425/GCF_008704425.1_ASM870442v1/GCF_008704425.1_ASM870442v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces himastatinicus ATCC 53653,Polyketide,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/915/GCF_000158915.1_ASM15891v1/GCF_000158915.1_ASM15891v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
